id,name,price,quantity
1603,USB HOLDER,40,5
1604,ROD CLUTCH RELEASE COMP,155,30
1605,FLOAT BODY ASSLY,165,5
1606,FLOAT NP 090,460,10
1607,CORD SET LAMP,60,10
1608,SCREW FOR LAMP MOUNTING,5,50
1609,Lock Set 1,1010,60
1610,SUPPRESSOR CAP,220,130
1611,TUBE THROTTLE GRIP,155,10
1612,,,0
1613,BRKT CARBIN LAMP,50,35
1614,FILTER GAS SOLENOID VALVE (V),3020,12
1615,PRESSURE GUAGE WITH SENSOR,3260,22
1616,HOUSE FUEL TANK LPG/CNG 2S & 4S,70,5
1617,PUNCHED WASHER 8.5X20X2,5,50
1618,CORD SET STARTER RELAY 2,590,10
1619,AT SILENT BLOCK PIVOT TUBE,1600,20
1620,AT SILENT BLOCK TRAILING ARM,1055,20
1621,WAVE SPRING WASHER M 8 ZNB,5,60
1622,IGNITION LOCK,660,160
1623,EXTERCTER PIVOT PIN STEERING,610,15
1624,ASSLY TOOLS OIL SEALS,4670,10
1625,PRIMARY DRIVEN GEAR,945,231
1626,TAPPER ADJUSTER,980,155
1627,STARTOR ASSLY ES,2290,85
1628,DELUXE STICKER LH,150,20
1629,DELUXE STICKER RH,150,20
1630,1ST STG REDUCTION UNIT WITH ELECTRON,7855,15
1631,PUNCHED WASHER 6.5*13.0*1.0ZNB,5,30
1632,SPRING CLUTCH CABLE (M),10,40
1633,HOSE SOLENOID LPG /CNG 2S & 4S,100,5
1634,HOSE ASSLY LOW PRESSURE CNG (V),315,5
1635,,,0
1636,O RING (v),35,5
1637,O RING (v),25,5
1638,O RING (v),50,5
1639,PAPER FILTER SOLINOID CNG (V),200,505
1640,HEX FLANGE BOLT M6x25,10,60
1641,REGULATOR CUM RECTIFIER,1350,70
1642,RELAY PASS BY ASSLY,335,5
1643,BOLT GEAR SHIFT CAM STOPPER,50,5
1644,Shim 15*21*0.5,5,40
1645,AT HEAD TUBE RACES,8865,20
1646,SPANNER LOCK NUT STEERING,675,230
1647,ASSLY TOOLS BEARING,3715,10
1648,ASSLY TOOL CONE BOTTOM,10150,10
1649,HT TOOLS DOG DRIVER & MUFF CUP,2150,10
1650,ASSLY TOOLS CRANK SHAFT,2730,10
1651,Windsheild frame (Eco Green),7460,4
1652,WINDsheild frame -NEP BLUE,8490,5
1653,Windsheild frame GOLDEN YELLOW,9435,5
1654,Windsheild frame BR RED,8490,5
1655,Windsheild frame WHITE,8405,3
1656,CLAMP DRAIN PIPE (PRE FILTER),5,10
1657,MIXER BODY ASSLY CNG 4S,1170,10
1658,DIAPHRAGM SUB ASSLY (V),355,7
1659,USB HOLDER LOWER,15,5
1660,main spring rear shock absorber assy,650,2574
1661,DRIVE SHAFT ASSY,4580,5
1662,BALL BEARING 20x42x12 C3 6004,465,100
1663,COUNTER SHAFT ASSY1,3180,5
1664,WIRING HARNESS 2 FR,1940,61
1665,BUSH BENDIX R,16,500
1666,"WIRING HARNESS, FRONT -4S LPG/CNG",3135,42
1667,KIT SECONDARY DIAPHRAGM(V),265,120
1668,KIT VACUUM DIAPHRAGM(V),300,120
1669,FUEL GAUGE UNIT,1041,150
1670,SHAFT ROCKER ARM,115,120
1671,KIT CYL BLOCK & PISTON 6200,3700,370
1672,TRAILING ARM SUB ASSY FRONT,3040,5
1673,BRAKE SHOE (AA),220,6992
1674,KIT AXLE COMP REAR,1575,20
1675,"main spring, frt shock absorber assy",500,700
1676,Shock Absorber Rear  W/O Spring,870,40
1677,SPARK PLUG 4S With Ferrul,120,1000
1678,PISTON ASSY DIA 62.00,520,25
1679,CARBURETTOR CNG,2685,35
1680,BRAKE SHOE SET,600,1000
1681,CLUTCH LEVER,165,50
1682,"WIRING HARNESS, REAR -4S LPG/CNG",1800,42
1683,4S WIRING HARNESS CNG CYLINDER ASSY.,345,50
1684,WIRING HARNESS 2 RR,1300,60
1685,ENGINE ASSY 4S CNG,81892,1
1686,KIT CYLINDER,3175,270
1687,GROMMET TAIL DOOR,15,1000
1688,ADJUSTER ASSY TENSIONER,1582,5
1689,SPROCKET CAMSHAFT 32T,260,150
1690,VALVE EXHAUST,400,3788
1691,VALVE INTAKE,420,3800
1692,PLUG CYLINDER HEAD,90,200
1693,BUTTON ASSLY FLOOR MAT,17,100
1694,TIGHTENING TOOL CLUTCH NUT,860,105
1695,STICKER SPECIAL PETROL,52,20
1696,MUSIC SYSTEM SET,4510,10
1697,HEX NUT M10 8 ZNG,5,51
1698,KIT WHEEL CAP ASSY,800,158
1699,TCI UNIT EXP,1405,70
1700,TOOL KIT 4S,345,20
1701,O-RING KIT ENGINE,100,100
1702,TUBE OUTLET CNG,220,300
1703,TUBE COMP RH ENTRY BARRIER,290,57
1704,"WIRING HARNESS,REAR -LPG W/O CAR SAFETY",1385,10
1705,PLATE CLUTCH DRIVE,140,1000
1706,PIPE COMP SAI,85,5
1707,AIR FILTER ASSY SAI,125,100
1708,BOOT SAI FILTER,25,200
1709,Carburetor petrol exp,2690,5
1710,RIDER FOOTREST COMP,155,50
1711,PUNCHED WASHER A11 ZNG (TSDS-0003),5,96
1712,Micro Switch(V),320,200
1713,VALVE STEM OIL SEAL,60,2596
1714,HOSE CLIP,16,100
1715,HOSE CLIP AIR INJECTION,20,100
1716,"4 S MUFFLER COMP, AIR COOLED (DOM)",14660,3
1717,COVER TCI,290,50
1718,STICKER SPECIAL,20,50
1719,HOSE CLIP - GAS / DIESEL,70,100
1720,HOSE AIR OUTLET,150,100
1721,STICKER SPECIAL LPG,55,50
1722,HOSE CLIP 190  120,30,100
1723,HOSE AIR INLET,45,100
1724,LOCK SET,1060,50
1725,HOSE SAI INLET,55,50
1726,TICKER SPECIAL CNG,55,50
1727,FUEL SENDER ASSY,445,50
1728,HOSE CLIP VACUUM,16,100
1729,LPG CYL STRAP MTG BRACKET (20 Lts),190,50
1730,FLEXIBLE HOSE CNG EXP,1660,50
1731,FLEXIBLE HOSE CNG,2308,50
1732,PULLER BEARING,697,10
1733,ASSY TOOL OIL SEALS,1502,5
1734,PISTON RING SET CHROME 61.00 1ST O/S,365,20
1735,Pilot jet,352,20
1736,JET HOLDER,120,50
1737,Dust Plug(V),290,20
1738,FUSE 10 AMPS,15,500
1739,LEVEL INDICATOR CNG,3312,2
1740,CAP RESERVOIR ASSY (Modified),80,19
1741,SPRING IDLE ADJUSTER,35,5
1742,OVER FLOW & AIR VENT HOSE,80,20
1743,"IDLE SPRING MINIRID, Reducer L(L)",30,5
1744,SPLIT PIN,5,100
1745,CRPH SCR M6x12 6.8 ZNB,10,50
1746,SPACER GEAR SHIFT SHAFT,40,20
1747,PLUG TDC,10,96
1748,SPRING COMPLETE VALVE LPG SOLENOID(L),36,5
1749,TE M5x12 SCREW UNI 8110 Reducer LPG(L),30,5
1750,"OIL DRAIN PLUG C/W, Reducer LPG(L)",110,5
1751,GASKET CYL HEAD NUT,10,50
1752,SEAL  H.T CORD,16,100
1753,"EXPANDER, RING 1st O/S 2S",35,50
1754,SEAL CAP,10,100
1755,O Ring Drain Plug Solenoid(V),16,5
1756,GUIDE VALVE,110,10
1757,PISTON PIN,145,20
1758,Ring Piston 1st O/S 2S,186,20
1759,BRKT REDUCER CNG MTG COMP,116,20
1760,FILLER VALVE,2112,1
1761,CNG VALVE(V),3493,1
1762,"2ndSTAGE COVER MINIRID, Reducer LPG(L)",520,5
1763,KIT MAJOR GASKET  ENGINE,836,5
1764,PILOT JET,633,5
1765,CABLE INNER THROTTLE,50,50
1766,BRACKET - 3W ALL  Models,75,100
1767,JET NEEDLE PETROL,378,20
1768,PUNCHED WASHER 6.5x20.0x1.6 ZNB,5,20
1769,PUNCHED WASHER 14.5x22x1.6 ZNB,5,10
1770,PUNCHED WASHER 4.3x9.0x1.0 ZNB,10,10
1771,GROMMET T PIECE,20,50
1772,GASKET CYL HEAD COVER BOLT,110,50
1773,INPUT HOSE LPG  4S (DIA 12*19  L 135MM),205,20
1774,OILSEAL CRANKSHAFT L,55,150
1775,SPRING CLUTCH,30,100
1776,SHAFT SHIFT FORK,70,50
1777,RIVET PRIMARY DRIVEN GEAR,25,50
1778,CARBURETTOR HP,2280,1
1779,GEAR 1st DRIVEN COMP (HGR),1000,5
1780,"1st STAGE SPRING, Reducer LPG(L)",186,5
1781,HEX SCREW M6X25 4.6 ZNB,10,50
1782,PUNCHED WASHER 12.5x24x3.2 ZNB,10,10
1783,PULLER BEARING,298,20
1784,BRKT FENDER,16,100
1785,O RING VAPOUR BOX(L),312,5
1786,VAPOUR BOX,1677,1
1787,"WAVE WASHER D5*11*1, Reducer LPG(L)",25,5
1788,RETAINER SPRING(V),90,50
1789,CRPH SCR M5x12 6.8 ZNB,5,100
1790,PUNCHED WASHER 6.5x16.0x1.2 ZNB,10,10
1791,PUNCHED WASHER 6.5x24.0x1.6 ZNC,5,10
1792,CHOKE VALVE,45,50
1793,Spring  Head Lamp Adjuster,16,100
1794,Brkt Regulator Mounting (V),60,20
1795,WAVE WASHER GEAR PRIMARY DRIVEN,20,20
1796,"Wiring Harness, Front CNG New",1195,1
1797,O RING ADJUSTER,21,15
1798,"VACUUM STAGE SPRING, Reducer LPG(L)",36,5
1799,PUNCHED WASHER A5.5 ZNG (TSDS-0003),5,10
1800,REC CSK HD SCR M6x20 6.8 ZNB,5,100
1801,VENTILATION BOX LPG(L),496,6
1802,SHIM 17x24x1.0 OILED,10,250
1803,"COIL LPG SOLENOID VALVE,MULTIVALVE(L)",1771,1
1804,"1st STG COVER MINI RID, Reducer LPG(L)",1006,5
1805,FUEL TANK ASSY BSIV,1250,10
1806,HOSE BREATHER,92,10
1807,Small Diaphgram(V),515,5
1808,KIT MINOR GASKET,116,50
1809,Fan - New - N49,330,20
1810,STUD BOLT  M6,20,100
1811,FLANGE INLET COMP CNG,175,20
1812,HOSE AIR INLET,35,20
1813,COUNTER SHAFT ASSY,3130,2
1814,ADJUSTER  CARBURETOR,60,11
1815,PIN GEAR SHIFT,10,10
1816,COVER AIR CLEANER EXP COMP,564,5
1817,"WIRING HARNESS, REAR-CNG",1565,2
1818,CHOKE VALVE ASSY,50,20
1819,CABLE INNER CLUTCH,100,50
1820,STUD BOLT M8,20,20
1821,Ring Piston 2nd O/S 2S,200,20
1822,PIPE INTAKE COMP LPG,310,20
1823,GUIDE CABLE,45,48
1824,PISTON RING SET CHROME 61.00 STD,365,20
1825,CRPH SCR M5x45 6.8 ZNB (TSDS-0203),16,50
1826,Stage Regulater(V),10,50
1827,HOSE AIR CUT VALVE - WEGO,36,10
1828,CARBURETTOR KIT PETROL,170,5
1829,GASKET CLUTCH COVER,80,500
1830,BALL BEARING 35x72x17  NORMAL,860,50
1831,OIL SEAL GEAR SHIFT SHAFT,21,100
1832,ARM COMP VALVE ROCKER,350,100
1833,GEAR 1st DRIVE,330,150
1834,TCI UNIT PETROL,1755,49
1835,Rr. TRAILLING ARM KIT ASSY R-DS,2500,10
1836,CAMSHAFT COMP EXP,975,50
1837,RR. TRAILLING ARM KIT ASSY L-DS,2500,10
1838,SPRING GEARSHIFT CAM STOPPER,10,100
1839,STARTER RELAY-RTR ABS,595,500
1840,FLEXIBLE HOSE ASSY 2(245MM)(V,1306,50
1841,BULB HEAD LAMP,90,296
1842,TUBE INLET,375,100
1843,CARBURETTOR KIT ,883,200
1844,FEXIBLE HOSE ASSY 1 (1570MM),2941,99
1845,KIT FRONT FORK BEARING,960,99
1846,STOPPER COMP GEARSHIFT,90,100
1847,FILTER PAPER,520,1929
1848,HOLDING TOOLS TIGHTEN DRIVE GEAR,1210,10
